Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton,Sample Depth,Datetime
SMP,34.008,-118.499,,722,6/27/22,19,,,200,,,1.58,,,,0.27,,0,,2.026838,0.27,200,0,,,,374,0,374,5610,26554,0,0,,,748,5610,38148,80036,,
SIO,32.867,-117.257,,20220627,6/27/22,18.4,,,100,2.33,2.27,2.3,0.39,0.41,0.4,0.18,4.9,0,,0.36,0,200,0,,,,0,0,0,6258,7510,1252,626,16271,1252,3755,60702,85734,183360,,
SW,34.408043,-119.68485,1,20220629,6/29/22,17.2,16.6,,188,1.977,,1.977,1.613,,1.613,0.646,5.271,0,0.474,12.642,0.474,188,0,,,50,0,0,0,1450,3760,0,0,1450,0,0,33870,19980,60510,1,
SMP,34.008,-118.499,,723,7/4/22,19.6,,,200,,,0.75,,,,0.64,,0.11620607,,2.8641055,0.64,200,0,,,,0,0,748,1496,748,0,0,,,374,9350,6358,20570,,
NP,33.6061,-117.9311,,NP070522,7/5/22,18.3,,,100,3.64,3.78,3.71,,,,0.23,2.96,0,0.55,1.92,0.55,200,0,,,25,0,0,5198,7796,23389,0,0,5198,0,0,7796,18191,67568,,
SIO,32.867,-117.257,,20220705,7/5/22,21.5,,,100,2.55,2.6,2.58,0.44,0.43,0.44,0.13,2.9,0,,0.86,0.27,200,0,,,,0,0,0,13768,13767,8761,0,2503,1252,8761,113896,73845,236553,,
SW,34.408043,-119.68485,1,20220706,7/6/22,17.2,19.4,,288,1.496,,1.496,0.643,,0.643,0.432,5.024,0,0.282,4.481,0.282,288,0,,,50,580,4050,0,12740,2320,2320,1160,2610,0,0,50660,113490,189930,1,
NP,33.6061,-117.9311,,NP071122,7/11/22,18.2,,,100,5.36,5.18,5.27,,,,0.28,3.52,0,0,0.8,0,200,0,,,25,0,0,2599,41580,15593,5198,0,12994,0,2599,10395,25988,116945,,
SMP,34.008,-118.499,,724,7/11/22,20,,,200,,,2.03,,,,0,,0,,0,0,200,0,,,,0,0,0,0,748,374,0,,,374,12342,374,14586,,
SIO,32.867,-117.257,,20220711,7/11/22,20.6,,,100,4.89,5.02,4.95,0.8,0.7,0.75,0.1,2.9,0,,0.56,0.27,200,0,,,,0,0,626,28787,25658,14394,5006,17523,3755,6884,262837,109514,474984,,
SW,34.408043,-119.68485,1,20220713,7/13/22,15.4,15.5,,100,2.486,,2.486,1.555,,1.555,0.414,6.26,0,0.242,3.236,0.242,100,0,,,50,0,0,580,3180,870,0,1740,1450,0,0,129990,60220,198030,1,
NP,33.6061,-117.9311,,NP071822,7/18/22,19.4,,,100,2.2,2.08,2.14,,,,0.31,1.67,0,0,0.69,0,200,0,,,25,0,0,0,0,7796,18191,7796,2599,0,0,25988,20790,83161,,
SMP,34.008,-118.499,,725,7/18/22,21,,,200,,,2.64,,,,0,,0,,0.38801557,0,200,0,,,,0,0,0,5984,5610,0,0,,,0,35904,7106,54604,,
SIO,32.867,-117.257,,20220718,7/18/22,19.1,,,100,1.93,2.01,1.97,0.4,0.39,0.4,0.15,3.3,0,,0.49,0,200,0,,,,0,0,0,626,18148,11264,4381,0,0,5632,178354,50690,269095,,
SW,34.408043,-119.68485,1,20220720,7/20/22,16.9,20,,188,1.659,,1.659,3.335,,3.335,0.646,8.316,0,0.271,3.331,0.271,188,0,,,50,0,4050,870,56450,5210,580,1740,4340,1450,0,6369,39951,121011,1,
NP,33.6061,-117.9311,,NP072522,7/25/22,20.5,,,100,1.88,1.86,1.87,,,,0,0,0,0,0.79,0,200,0,,,25,0,0,0,0,2599,10395,0,0,0,0,44179,23389,80562,,
SMP,34.008,-118.499,,726,7/25/22,20,,,200,,,1.96,,,,0.2,,0,,0.25906107,0.2,200,0,,,,0,0,374,2244,2244,0,2244,,,0,28050,5984,41140,,
SIO,32.867,-117.257,,20220725,7/25/22,22.1,,,100,4.63,4.49,4.56,0.56,0.58,0.57,0,0,0,,0.44,0,200,0,,,,0,626,0,35671,45684,28161,6258,6884,626,13142,413655,74469,625176,,
SW,34.408043,-119.68485,1,20220727,7/27/22,15.9,16.7,,188,1.665,,1.665,1.061,,1.061,0.309,6.181,0,0,29.038,0,188,0,,,50,0,0,870,7530,6080,1740,0,4630,290,0,24320,33290,78750,1,
NP,33.6061,-117.9311,,NP080122,8/1/22,21,,,100,5.05,4.82,4.93,,,,0,0,0,0,0.49,0,200,0,,,25,0,0,0,46778,2599,0,10395,2599,0,23389,25988,12994,124741,,
SMP,34.008,-118.499,,727,8/1/22,20.4,,,200,,,0.56,,,,0.28,,0,,1.9581989,0.28,200,0,,,,0,0,374,374,1496,0,0,,,0,51238,4114,57596,,
SIO,32.867,-117.257,,20220801,8/1/22,23.5,,,100,1.36,1.35,1.35,0.32,0.37,0.35,0,0,0,,0.77,0,200,0,,,,0,0,0,10013,10012,5632,0,4381,0,5632,254702,53194,343566,,
SW,34.408043,-119.68485,1,20220803,8/3/22,16.9,20,,188,1.248,,1.248,3.484,,3.484,0.697,7.508,0,0.812,9.237,0.812,188,0,,,50,290,0,1450,22000,9840,0,2030,16210,580,0,17081,19976,89456,1,
NP,33.6061,-117.9311,,NP080822,8/8/22,19,,,100,1.99,2.02,2.01,,,,0.11,1.86,0,0,0.9,0,200,0,,,25,0,0,0,5198,10395,0,0,2599,0,0,2599,5198,25988,,
SMP,34.008,-118.499,,728,8/8/22,21.3,,,200,,,2.89,,,,0,,0,,0.34426883,0,200,0,,,,0,0,374,103972,7480,0,0,,,0,12342,17204,141746,,
SIO,32.867,-117.257,,20220808,8/8/22,19.7,,,100,2.04,2.13,2.08,0.43,0.53,0.48,0.22,2.9,0,,0.31,0,200,0,,,,0,0,0,1252,20026,5632,0,0,0,3129,156451,44431,230921,,
SW,34.408043,-119.68485,1,20220810,8/10/22,18.5,21.7,,188,1.588,,1.588,0.665,,0.665,0.202,1.981,0,0,14.272,0,188,0,,,50,0,0,290,11870,5210,4920,8970,2900,0,0,46030,24320,104510,1,
NP,33.6061,-117.9311,,NP081522,8/15/22,20.5,,,100,1.15,1.12,1.14,,,,0.13,2.42,0,0,0.58,0,200,0,,,25,0,0,0,2599,20790,0,0,0,0,5198,5198,18191,51975,,
SMP,34.008,-118.499,,729,8/15/22,18.5,,,200,,,1.67,,,,0,,0.11584674,,1.2691349,0,200,0,,,,0,0,0,16082,8602,0,2992,,,0,136510,12342,177276,,
SIO,32.867,-117.257,,20220815,8/15/22,23.7,,,100,1.32,1.32,1.32,0.27,0.29,0.28,0,0,0,,0.58,0,200,0,,,,0,0,0,1252,10013,1878,0,3129,0,0,398009,15019,429300,,
NP,33.6061,-117.9311,,NP082222,8/22/22,20.8,,,100,3.06,2.96,3.01,,,,0.26,2.89,0,0,1.17,0,200,0,,,25,0,0,0,2599,10395,18191,0,2599,0,0,7796,2599,44179,,
SMP,34.008,-118.499,,730,8/22/22,21.9,,,200,,,1,,,,0,,0,,0.7983617,0,200,0,,,,0,0,0,1870,9350,2992,0,,,0,71060,1496,89386,,
SIO,32.867,-117.257,,20220822,8/22/22,22.3,,,100,1.63,1.62,1.63,0.41,0.47,0.44,0.13,0,0,,0.72,0,200,0,,,,0,0,0,4381,2504,6884,0,3129,0,626,563847,25031,606402,,
SW,34.408043,-119.68485,1,20220824,8/24/22,16.7,17.22,,188,7.162,,7.162,5.875,,5.875,0.119,5.423,0,0,3.556,0,188,0,,,50,0,580,5500,21130,41690,0,0,13900,0,0,16210,143300,242310,1,
SW,34.408043,-119.68485,1,20220829,8/29/22,17,16.6,,188,6.489,,6.489,2.119,,2.119,0.33,4.151,0,0.436,7.859,0.436,188,0,,,50,0,2900,6660,14190,37920,0,0,25770,580,0,16500,92060,196580,1,
NP,33.6061,-117.9311,,NP082922,8/29/22,19.5,,,100,11.14,10.32,10.73,,,,4.67,2.49,0,0,6.65,0,200,0,,,25,0,0,0,145531,15593,0,0,5198,0,0,0,18191,184513,,
SMP,34.008,-118.499,,731,8/29/22,21.3,,,200,,,0.77,,,,0,,0,,0.8104157,0,200,0,,,,0,0,0,14212,22814,0,0,,,374,6732,3366,48246,,
SIO,32.867,-117.257,,20220829,8/29/22,23.6,,,100,1,0.99,1,0.2,0.21,0.21,0,0,0,,0.54,0,200,0,,,,0,0,0,0,1252,2503,0,0,0,0,515035,11890,530680,,
SMP,34.008,-118.499,,732,9/5/22,20.2,,,200,,,1.06,,,,0.71,,0.4,,1.99,0,200,0,,,,0,0,0,374,1122,0,0,,,0,12342,4488,18700,,
NP,33.6061,-117.9311,,NP090622,9/6/22,21.2,,,100,2.21,2.31,2.26,,,,0.2,2.34,0,0,0.47,0,200,0,,,25,0,0,0,10395,2599,5198,0,2599,0,2599,2599,5198,31185,,
SIO,32.867,-117.257,,20220906,9/6/22,24.8,,,100,1.17,1.18,1.18,0.25,0.23,0.24,0.12,0,0,,0.34,0,200,0,,,,0,0,0,626,3129,12516,0,0,0,0,462468,25658,504397,,
SW,34.408043,-119.68485,1,20220908,9/8/22,18.5,21,,188,4.227,,4.227,1.851,,1.851,0.421,4.171,0,0.214,39.959,0.214,188,0,,,50,0,0,3180,33290,8690,0,1160,38790,0,0,49220,80190,214520,1,
SMP,34.008,-118.499,,733,9/12/22,22.5,,,200,,,0.86,,,,0.37,,0.03,,2.44,0,200,0,,,,0,0,0,374,0,748,0,,,0,65450,374,68068,,
NP,33.6061,-117.9311,,NP091222,9/12/22,23,,,100,2.85,2.59,2.72,,,,0.19,0,0,0.36,0.65,0.36,200,0,,,25,0,0,0,7796,2599,0,0,0,0,0,15593,18191,44179,,
SIO,32.867,-117.257,,20220912,9/12/22,21.6,,,100,1.29,1.36,1.32,0.29,0.27,0.28,0.27,1.5,0,,0.79,0,200,0,,,,0,0,0,5632,9387,1877,0,626,0,626,37549,29413,85110,,
SW,34.408043,-119.68485,1,20220915,9/15/22,20,21,,188,5.018,,5.018,1.27,,1.27,0.158,1.298,0,0,6.287,0,188,0,,,50,0,0,1160,41980,3760,0,0,3760,290,0,45740,37060,133750,1,
NP,33.6061,-117.9311,,NP091922,9/19/22,,,,100,1.53,1.65,1.59,,,,0.19,1.49,0,0,0.72,0,200,0,,,25,0,0,0,10395,7796,0,0,0,0,2599,15593,15593,51975,,
SMP,34.008,-118.499,,734,9/19/22,22.5,,,200,,,0.69,,,,0.52,,0.03,,2.47,0.2,200,0,,,,0,0,0,11220,1122,0,0,,,0,2618,3366,18326,,
SIO,32.867,-117.257,,20220919,9/19/22,21.5,,,100,0.96,0.93,0.95,0.27,0.25,0.26,0.26,2.1,0,,0.35,0,200,0,,,,626,0,0,0,3129,14394,1877,0,0,0,122031,9387,151444,,
SMP,34.008,-118.499,,735,9/26/22,22.1,,,200,,,0.57,,,,0.4,,0.05,,1.84,0,200,0,,,,0,0,0,2618,374,0,0,,,0,2992,1122,7480,,
SIO,32.867,-117.257,,20220926,9/26/22,21.7,,,100,13.91,14.1,14.01,2.01,2.02,2.02,0.17,2.5,0,,0,0,200,0,,,,0,626,1878,192121,36297,9387,0,3755,6258,0,85109,149565,484996,,
SW,34.408043,-119.68485,1,20220928,9/28/22,19.5,22,,188,1.078,,1.078,0.481,,0.481,0.127,1.04,0,0,6.401,0,188,0,,,50,0,0,290,1160,580,2320,290,0,0,0,92930,30690,128260,1,
NP,33.6061,-117.9311,,NP100322,10/3/22,18.8,,,100,1.67,1.54,1.61,,,,0.37,3.66,0,0.41,1.65,0.41,200,0,,,25,0,0,0,18191,18191,0,0,0,0,0,12994,41580,90957,,
SMP,34.008,-118.499,,736,10/3/22,20.8,,,200,,,0.3,,,,0.58,,0.11,,3.87,0.33,200,,,,,0,0,0,374,1122,0,0,,,0,1870,748,4488,,
SIO,32.867,-117.257,,20221003,10/3/22,19.8,,,100,7.17,7.2,7.19,0.64,0.61,0.63,0.32,2.4,0,,1.1,0.26,200,0,,,,0,626,626,43180,35045,5632,0,3755,1877,626,108264,39425,239056,,
SW,34.408043,-119.68485,1,20221005,10/5/22,19.7,20.5,,188,1.255,,1.255,0.698,,0.698,0.375,2.586,0,0.239,2.829,0.239,188,0,,,50,0,0,0,15630,870,870,0,580,0,0,8690,19690,46330,1,
SMP,34.008,-118.499,,737,10/10/22,20.1,,,200,,,0.9,,,,0.48,,0.12,,1.84,0.17,200,0,,,,0,0,0,4862,2244,0,0,,,0,748,748,8602,,
SIO,32.867,-117.257,,20221010,10/10/22,20.3,,,100,11.34,11.34,11.34,1.21,1.25,1.23,0.12,1.9,0,,0.25,0,200,0,,,,0,1252,4381,36922,71341,11264,0,28787,1877,5632,148315,146438,456209,,
SW,34.408043,-119.68485,1,20221011,10/11/22,19.2,18.3,,188,15.123,,15.123,1.2,,1.2,0.412,4.56,0,0,7.121,0,188,0,,,50,0,0,290,200630,2900,13320,0,3470,290,0,29240,52980,303120,1,
NP,33.6061,-117.9311,,NP101122,10/11/22,19.5,,,100,10.23,10.55,10.39,,,,0.2,1.79,0,0,0.48,0,200,0,,,25,0,0,0,101352,38982,0,0,18191,0,20790,10395,38982,228692,,
NP,33.6061,-117.9311,,NP101722,10/17/22,18.6,,,100,4.37,4.37,4.37,,,,0.27,2.12,0,0.64,1.43,0.64,200,0.054,,,25,0,0,0,10395,18191,10395,0,2599,0,2599,10395,20790,75364,,
SMP,34.008,-118.499,,738,10/17/22,17.8,,,200,,,0.38,,,,0.56,,0.06,,2.55,0.65,200,0,,,,0,0,0,0,748,0,0,,,0,374,748,2244,,
SIO,32.867,-117.257,,20221017,10/17/22,20.2,,,100,14.71,14.77,14.74,1.98,2.89,2.44,0.21,1.5,0,,0.99,0.33,200,0,,,,626,6258,5633,0,91367,4381,0,55697,14394,21277,90115,367344,657092,,
SW,34.408043,-119.68485,1,20221020,10/21/22,17.8,16.1,,188,0.151,,0.151,1.497,,1.497,0.505,4.194,0,0.239,50.124,0.239,188,0,,,50,0,0,580,6950,2900,2030,0,3470,3180,0,30980,57030,107120,1,
NP,33.6061,-117.9311,,NP102422,10/24/22,19.2,,,100,1.7,1.55,1.63,,,,0.27,1.63,0,1.1,1.74,1.1,200,0,,,25,0,0,0,2599,2599,0,0,0,0,0,0,7796,12994,,
SMP,34.008,-118.499,,739,10/24/22,19.3,,,200,,,0.2,,,,0.62,,0.03,,4.47,0,200,0,,,,0,0,0,374,374,0,0,,,0,7106,1122,9724,,
SIO,32.867,-117.257,,20221024,10/24/22,20.4,,,100,1.28,1.32,1.3,0.26,0.25,0.26,0.2,1.5,0,,0.67,0.28,200,0,,,,0,0,0,0,12516,3755,1877,12516,3129,3129,22529,34419,93870,,
SW,34.408043,-119.68485,1,20221025,10/25/22,16.4,16.1,,188,7.975,,7.975,2.765,,2.765,0.38,6.392,0,0,2.229,0,188,0,,,50,0,0,1740,59060,2900,0,1160,18530,1160,0,107980,198600,391130,1,
SIO,32.867,-117.257,,20221031,10/31/22,19.8,,,100,2.46,2.45,2.45,0.68,0.64,0.66,0.21,1.8,0,,0.53,0.37,200,0,,,,0,0,3130,6258,41928,626,0,13768,6884,10639,36922,160830,280985,,
SMP,34.008,-118.499,,740,10/31/22,18,,,200,,,1.09,,,,0.48,,0.09,,1.08,0.41,200,0,,,,0,0,0,21318,19448,0,0,,,0,30294,5236,77045,,
NP,33.6061,-117.9311,,NP110122,11/1/22,18.8,,,100,2.58,2.42,2.5,,,,0.48,3.02,0,0.45,1.71,0.45,200,0,,,25,0,0,0,7796,15593,0,0,2599,0,0,0,10395,36383,,
SW,34.408043,-119.68485,1,20221103,11/3/22,13.4,12.8,,188,0.339,,0.339,0.51,,0.51,1.331,10.902,0.39,8.219,5.277,7.83,188,0,,,50,0,0,0,870,290,0,0,0,0,0,6660,15920,23740,1,
SMP,34.008,-118.499,,741,11/7/22,15.7,,,200,,,2.01,,,,1.16,,0.9,,3.22,7.1,200,0,,,,0,0,1870,26554,16456,0,0,,,748,1496,12716,61338,,
NP,33.6061,-117.9311,,NP110722,11/7/22,17,,,100,3.16,3.09,3.12,,,,0.3,2.75,0,0.68,0.77,0.68,200,0,,,25,0,0,0,5198,0,0,0,18191,0,0,2599,2599,28586,,
SIO,32.867,-117.257,,20221107,11/7/22,17.5,,,100,6.36,6.35,6.35,0.75,0.74,0.75,0.27,2.4,0,,0.28,0.25,200,0,,,,0,0,626,43806,111392,1877,1252,15019,2503,1252,55696,86987,320410,,
SW,34.408043,-119.68485,1,20221108,11/8/22,15.1,12.8,,188,3.879,,3.879,1.814,,1.814,1.258,6.51,0.291,4.129,17.076,3.838,188,0,,,50,870,0,0,4050,580,4340,870,3470,0,0,88300,19980,122460,1,
NP,33.6061,-117.9311,,NP111422,11/14/22,16.5,,,100,3.88,3.37,3.62,,,,0.32,2.32,0,0.37,0.88,0.37,200,0,,,25,0,0,0,7796,0,0,0,5198,0,2599,2599,7796,25988,,
SMP,34.008,-118.499,,742,11/14/22,15.8,,,200,,,0.63,,,,0.53,,0.2,,1.2,1.1,200,0,,,,0,0,0,6358,7106,16830,5610,,,0,105842,5610,148107,,
SIO,32.867,-117.257,,20221114,11/14/22,17.2,,,100,2.67,2.55,2.61,0.8,0.76,0.78,0.34,2.9,0,,0.63,0.35,200,0,,,,0,0,0,14393,17522,0,0,4381,0,626,21277,35671,93870,,
SW,34.408043,-119.68485,1,20221117,11/17/22,14.2,15.6,,188,9.887,,9.887,1.536,,1.536,0.417,4.667,0,0,5.311,0,188,0,,,50,25480,0,580,9550,2320,0,0,4630,0,0,8400,63400,114360,1,
NP,33.6061,-117.9311,,NP112122,11/21/22,16,,,100,1.03,1.12,1.07,,,,0.61,2.15,0,0.33,0.82,0.33,200,0,,,25,0,0,0,0,0,0,0,2599,0,0,0,10395,12994,,
SMP,34.008,-118.499,,743,11/21/22,15.9,,,200,,,0.89,,,,0.74,,0.09,,5.45,0.51,200,0,,,,0,0,0,0,748,0,0,,,0,0,1496,2996,,
SIO,32.867,-117.257,,20221121,11/21/22,17.2,,,100,1.07,1.04,1.06,0.27,0.24,0.25,0.29,1.7,0,,0.83,0.22,200,0,,,,0,626,0,5632,5007,1252,0,1252,1877,0,16896,16270,48812,,
SW,34.408043,-119.68485,1,20221124,11/24/22,15,23.8,,188,18.31,,18.31,1.934,,1.934,0.237,3.61,0,0,15.882,0,188,0,,,50,79030,0,290,4920,5790,0,1160,1450,580,0,17370,39370,149960,1,
SMP,34.008,-118.499,,744,11/28/22,16.3,,,200,,,0.65,,,,0.74,,0.11,,2.79,0.21,200,0,,,,0,0,0,3740,374,1496,748,,,0,5236,3740,16087,,
SIO,32.867,-117.257,,20221128,11/28/22,15.6,,,100,1.61,1.58,1.6,0.4,0.38,0.39,0.38,1.6,0,,0.8,0.9,200,0,,,,0,0,0,5632,626,6258,4381,626,1252,0,44432,20025,83232,,
SW,34.408043,-119.68485,1,20221201,12/1/22,15.3,15,,188,33.958,,33.958,4.31,,4.31,0.591,4.484,0,0,3.065,0,188,0,,,50,196570,0,290,1160,4340,0,0,4920,1740,0,9260,220600,438880,1,
NP,33.6061,-117.9311,,NP120522,12/5/22,16,,,100,2.25,2.38,2.32,,,,0.41,2.06,0,0.69,0.67,0.69,200,0,,,25,0,0,0,15593,2599,0,0,2599,0,2599,7796,18191,49377,,
SMP,34.008,-118.499,,745,12/5/22,16.5,,,200,,,1.06,,,,0.83,,0.18,,8.75,1.33,200,0,,,,0,0,0,748,0,0,0,,,0,1122,748,2618,,
SIO,32.867,-117.257,,20221205,12/5/22,15.5,,,100,1.36,1.33,1.35,0.43,0.42,0.42,0.47,2.5,0.14,,1.15,1.55,200,0,,,,0,0,0,2503,626,0,0,1877,0,0,8135,19400,32541,,
SW,34.408043,-119.68485,1,20221209,12/9/22,15.6,15.6,,188,0.854,,0.854,0.525,,0.525,0.349,2.491,0.348,0.734,2.652,0.386,188,0,,,50,290,0,0,290,0,3760,580,0,0,0,25770,37350,68040,1,
SMP,34.008,-118.499,,746,12/12/22,15,,,200,,,4.27,,,,1.23,,0.54,,3.04,3.61,200,0.039,,,,0,0,374,25806,748,0,0,,,0,5984,4862,38522,,
SIO,32.867,-117.257,,20221212,12/12/22,14.3,,,100,1.36,1.35,1.36,0.75,0.76,0.76,0.64,3.8,0.18,,0.98,3.71,200,0,,,,0,0,0,626,0,3129,0,2503,1252,626,35045,13141,56322,,
NP,33.6061,-117.9311,,NP121322,12/13/22,15,,,100,2.87,2.95,2.91,,,,0.52,2.68,0,1.02,1.56,1.02,200,0,,,25,0,0,0,18191,0,0,0,0,0,0,0,10395,28586,,
SW,34.408043,-119.68485,1,20221215,12/15/22,14.4,16.1,,188,0.774,,0.774,1.181,,1.181,0.69,4.651,0.282,2.526,4.534,2.244,188,0,,,50,290,0,0,290,0,1160,1450,0,0,0,50370,11000,64560,1,
NP,33.6061,-117.9311,,NP121922,12/19/22,14.5,,,100,6.34,6.24,6.29,,,,0.42,2.88,0,0,0.67,0,200,0,,,25,0,5198,0,41580,12994,0,0,0,0,0,0,20790,80562,,
SMP,34.008,-118.499,,747,12/19/22,14.3,,,200,,,3.1,,,,0.82,,0.33,,2.17,2.09,200,0.096,,,,0,0,748,3366,0,8976,16082,,,0,65076,0,95370,,
SIO,32.867,-117.257,,20221219,12/19/22,14.7,,,100,1.21,1.15,1.18,0.41,0.54,0.47,0.47,3.6,0,,0.78,2.36,200,0,,,,0,0,0,2503,626,0,0,0,0,0,18148,9387,30664,,
SW,34.408043,-119.68485,1,20221220,12/20/22,14,15,,188,4.435,,4.435,1.706,,1.706,0.439,4.161,0.105,1.115,1.669,1.01,188,0,,,50,5800,580,290,1160,2030,8410,8700,2320,0,0,214310,39440,283040,1,
SW,34.408043,-119.68485,1,20221226,12/26/22,14.25,14.5,,188,4.042,,4.042,1.551,,1.551,0.496,4.391,0,0.88,5.181,0.88,188,0,,,50,16790,2320,290,3180,580,0,2900,1450,0,,,,,1,
SMP,34.008,-118.499,,748,12/26/22,14.8,,,200,,,6.81,,,,0.58,,0.13,,0.4,0.1,200,0.044,,,,0,0,0,39644,22066,4488,20944,,,748,115192,13090,217668,,
SIO,32.867,-117.257,,20221227,12/27/22,14.4,,,100,1.07,1.2,1.13,0.61,0.51,0.56,0.6,4.6,0.2,,0.82,3.89,200,0,,,,0,0,0,1252,0,1877,0,1878,0,0,9387,25031,39425,,
SMP,34.008,-118.499,,749,1/2/23,14.8,,,200,,,1.46,,,,0.65,,0.19,,2.92,1.4,200,0,,,,0,0,0,1870,0,0,2618,,,0,5984,374,11220,,
SW,34.408043,-119.68485,1,20230103,1/3/23,12.2,11.9,,188,1.311,,1.311,1.576,,1.576,0.793,8.083,0.337,5.582,2.753,5.246,188,0,,,50,580,870,580,3470,290,0,0,0,580,0,3180,8970,18520,1,
NP,33.6061,-117.9311,,NP010323,1/3/23,14.5,,,100,2.74,2.6,2.67,,,,0.48,3.46,0,1.83,0.85,1.83,200,0,,,25,0,0,0,0,2599,0,0,5198,0,0,10395,5198,23389,,
SIO,32.867,-117.257,,20230103,1/3/23,14.9,,,100,0.81,0.8,0.8,0.82,0.83,0.83,0.49,2.7,0,,1.72,1.79,200,0,,,,0,0,0,0,0,5007,3129,1252,1252,0,18773,28786,58199,,
SW,34.408043,-119.68485,1,20230109,1/9/23,12.8,12.7,,188,1.509,,1.509,1.96,,1.96,3.569,35.769,0.921,17.333,3.368,16.412,188,0,,,,,,,,,,,,,,,,,1,
SMP,34.008,-118.499,,750,1/9/23,14.9,,,200,,,0.65,,,,0.63,,0.26,,2.4,2.23,200,0,,,,0,0,0,374,0,748,0,,,0,748,374,2244,,
SIO,32.867,-117.257,,20230109,1/9/23,15,,,100,1.86,1.89,1.87,0.48,0.44,0.46,0.48,3.3,0.12,,1.87,2.06,200,0,,,,0,0,626,1877,4381,0,1252,10013,0,626,11264,37548,67587,,
NP,33.6061,-117.9311,,NP011023,1/10/23,14.5,,,100,2.66,2.84,2.75,,,,0.44,3.4,0,2.11,1.42,2.11,200,0,,,25,0,0,0,2599,2599,0,0,15593,0,0,0,0,20790,,
SMP,34.008,-118.499,,751,1/16/23,12.1,,,200,,,1.33,,,,0.64,,0.2,,2.73,3.06,200,0,,,,0,0,374,3740,374,0,0,,,0,748,0,11968,,
SW,34.408043,-119.68485,1,20230117,1/17/23,11.5,9.5,,188,0.351,,0.351,1.034,,1.034,0.819,11.407,0.454,5.221,59.563,4.767,188,0,,,50,290,0,0,4050,5500,870,870,0,0,0,2610,16500,30690,1,
SIO,32.867,-117.257,,20230117,1/17/23,14.5,,,100,1.29,1.28,1.29,1.03,0.99,1.01,0.71,8,0.16,,1.7,5.07,200,0,,,,0,0,0,0,0,4381,0,1252,0,0,13767,19399,38799,,
NP,33.6061,-117.9311,,NP011823,1/18/23,14,,,100,1.02,1.12,1.07,,,,0.85,8.86,0.18,4.67,2.06,4.49,200,0,,,25,0,0,0,2599,10395,0,0,7796,0,0,20790,2599,44179,,
SW,34.408043,-119.68485,1,20230123,1/23/23,12.1,9,,188,2.064,,2.064,0.571,,0.571,0.546,5.688,0.313,5.491,2.882,5.178,188,0,,,50,0,0,290,290,580,14190,8690,8110,0,0,10420,11870,54440,1,
SIO,32.867,-117.257,,20230123,1/23/23,14.2,,,100,1.08,1.07,1.07,0.4,0.41,0.4,0.51,3.9,0.2,,1.39,2.87,200,0,,,,0,0,626,626,626,0,0,1252,0,0,10639,13767,27536,,
NP,33.6061,-117.9311,,NP012323,1/23/23,13,,,100,3.13,3.21,3.17,,,,0.57,4.35,0.12,2.95,1.7,2.83,200,0,,,25,0,0,0,0,0,10395,5198,0,5198,0,25988,0,46778,,
SMP,34.008,-118.499,,752,1/23/23,13.2,,,200,,,0.88,,,,0.72,,0.54,,2.98,6.02,200,0,,,,0,0,0,0,0,748,0,,,0,12342,0,13464,,
SW,34.408043,-119.68485,1,20230130,1/30/23,13,11,,188,1.264,,1.264,0.98,,0.98,0.514,5.804,0.139,3.075,8.634,2.935,188,0,,,50,0,0,580,2320,870,17950,8110,0,0,0,4920,20270,55020,1,
NP,33.6061,-117.9311,,NP013023,1/30/23,14,,,100,1.91,1.96,1.94,,,,0.58,1.9,0,1.35,1.53,1.35,200,0,,,25,0,0,0,0,0,5198,0,0,0,0,5198,2599,12994,,
SMP,34.008,-118.499,,753,1/30/23,14.2,,,200,,,4.87,,,,0.51,,0.19,,0.89,1.62,200,0,,,,0,0,1870,1122,7106,1496,0,,,748,103972,23562,140250,,
SIO,32.867,-117.257,,20230130,1/30/23,13.9,,,100,1.45,1.65,1.55,0.87,0.62,0.74,0.32,1.2,0,,1.48,0.54,200,0,,,,0,0,0,0,0,11890,11890,626,0,0,108264,24406,157076,,
SW,34.408043,-119.68485,1,20230202,2/2/23,13.16,10,,188,1.275,,1.275,1.064,,1.064,0.531,4.532,0.396,4.198,19.69,3.802,188,0,,,50,290,0,290,0,0,290,0,0,0,0,46610,27790,75270,1,
SMP,34.008,-118.499,,754,2/6/23,14,,,200,,,1.9,,,,0.51,,0.16,,2.36,1.17,200,0,,,,0,0,0,0,0,1122,748,,,0,41514,1496,45254,,
NP,33.6061,-117.9311,,NP020623,2/6/23,14,,,100,4.82,4.65,4.73,,,,0.54,2.91,0,1.55,2.28,1.55,200,0,,,25,0,0,0,0,5198,15593,7796,0,0,0,28586,5198,62371,,
